,Datetime,Tweet Id,Text,Username
27,2021-05-29 06:13:34+00:00,1398522888865468420,@Mohdjahangeer14 @srchakra57 @KTRTRS @acpasifnagar @TelanganaPolice @TelanganaDGP @CYBTRAFFIC,HYDTP
28,2021-05-29 06:12:12+00:00,1398522546190905350,"@FareedsfuShaik @KTRTRS @asadowaisi Sir, please contact on Ph. No : 040-27852721, 040-27852772
Email : echallanhelpdesk.hyd@gmail.com",HYDTP
29,2021-05-29 06:09:41+00:00,1398521909495484417,"@ramualladi99 Sir, Please go through the link https://t.co/59UXtfa9Bs",HYDTP
30,2021-05-29 06:08:25+00:00,1398521591261143040,"@murthybadri Sir, Noted.",HYDTP
31,2021-05-29 06:06:53+00:00,1398521205431312386,@CYBTRAFFIC @sureshthota2811 Received sir.,HYDTP
32,2021-05-29 06:06:39+00:00,1398521146211848193,"@asmeeseva Sir, We will look into.",HYDTP
33,2021-05-29 06:05:48+00:00,1398520932163936261,"@Beautiful_Nair @KTRTRS @TelanganaDGP Good Morning Sir, Kindly contact 04027854790",HYDTP
34,2021-05-29 06:02:46+00:00,1398520171271135233,"@Siril85531705 @TelanganaCOPs @hydcitypolice Sir, Noted.",HYDTP
35,2021-05-29 06:02:26+00:00,1398520085820542979,@SubhahanU @CYBTRAFFIC,HYDTP
36,2021-05-28 15:21:22+00:00,1398298358452658176,@Navdeep30259147 @hydcitypolice @TelanganaDGP @SpNagarkurnool,HYDTP
37,2021-05-28 13:40:11+00:00,1398272895277621250,@crownsasank @prudhvikoppaka @charan_tweetz @HiHyderabad @sugandh @DonitaJose @i_abdulmunaff @CYBTRAFFIC Sir u can proceed for blood donation...pls carry relevant info.,HYDTP
38,2021-05-28 13:13:01+00:00,1398266056687296522,@Hemanth280493 @TelanganaDGP @hydcitypolice @TelanganaCOPs @cyberabadpolice Sir please carry vaccination details while travelling.,HYDTP
39,2021-05-28 12:39:33+00:00,1398257636311670786,@GinnarapuVamshi @CYBTRAFFIC,HYDTP
40,2021-05-28 11:17:19+00:00,1398236940697174021,@Raviyad29699754 @drgsrao @encounterwithmk @KTRTRS @TelanganaCS @Collector_HYD ప్రఖ్యాత సర్,HYDTP
41,2021-05-28 11:14:13+00:00,1398236163278704641,"@Raviyad29699754 @drgsrao @encounterwithmk @KTRTRS @TelanganaCS @Collector_HYD సర్, మేము త్వరగా అప్‌డేట్ చేస్తాము",HYDTP
42,2021-05-28 10:46:56+00:00,1398229295462449156,@surg982 @hydcitypolice @TelanganaCOPs @CYBTRAFFIC,HYDTP
43,2021-05-28 10:42:38+00:00,1398228213671759877,@sai_koushika Received Sir,HYDTP
44,2021-05-28 10:39:56+00:00,1398227534655868928,@sai_koushika @CPHydCity @hydcitypolice Noted Sir,HYDTP
45,2021-05-28 10:38:52+00:00,1398227263351451649,@sai_koushika Sir please help us with date time and location,HYDTP
46,2021-05-28 09:46:35+00:00,1398214107078090752,"@MysticShyam @hydcitypolice Sir,
Please contact 040-27852772",HYDTP
47,2021-05-28 09:40:39+00:00,1398212612848984065,@venkatesh29 @hydcitypolice Sir please approach local PS,HYDTP
48,2021-05-28 09:39:46+00:00,1398212393436553218,@NallulaHere @hydcitypolice Sir we will look into this.,HYDTP
49,2021-05-28 09:38:36+00:00,1398212097700286464,@ImadHussaini @abpawarr @KTRTRS @CPHydCity @asadowaisi Sir we will update u at earliest.,HYDTP
50,2021-05-28 09:37:29+00:00,1398211817587896321,@ManikantaNagra1 @TelanganaCOPs @CYBTRAFFIC Sir please call on 04027854790,HYDTP
51,2021-05-28 06:00:00+00:00,1398157087767556096,"@vemugantisameer @hydcitypolice @Rachakonda_tfc Sir, Please contact on 9490617111.",HYDTP
52,2021-05-28 05:40:10+00:00,1398152096621285376,"@11KAP11 Sir, please carry relevant documents.",HYDTP
53,2021-05-28 05:38:12+00:00,1398151600812691458,@AshutoshThk @cyberabadpolice E-pass may not be required. Please show  Covid 19 vaccination appointment slip at the check posts to commute.,HYDTP
54,2021-05-28 05:37:16+00:00,1398151366812454913,"@MysticShyam @hydcitypolice Sir, Noted.",HYDTP
55,2021-05-28 05:36:24+00:00,1398151146984726528,"@MSwapnil2 @hydcitypolice @KTRTRS @KTRoffice @shobegumpet @shopanjagutta Sir, Please contact on 04027854790.",HYDTP
56,2021-05-28 05:28:14+00:00,1398149090236456962,@vemugantisameer @hydcitypolice @Rachakonda_tfc,HYDTP
57,2021-05-27 18:19:31+00:00,1397980802709745666,@ROHANBHADAN @CYBTRAFFIC,HYDTP
58,2021-05-27 14:22:44+00:00,1397921216338436099,@ImadHussaini @KTRTRS @CPHydCity @asadowaisi Sir we will take action,HYDTP
59,2021-05-27 14:21:23+00:00,1397920877082144770,@Sathish24051920 @TelanganaDGP @hydcitypolice @CYBTRAFFIC @KTRTRS Noted Sir we will look into this,HYDTP
60,2021-05-27 14:20:00+00:00,1397920528959098888,@gudapureddyamar @TelanganaCOPs Sir no need.,HYDTP
61,2021-05-27 14:16:51+00:00,1397919736197836804,@Onlymunawar @Siril85531705 @TelanganaCOPs @hydcitypolice @amjedmbt Received sir,HYDTP
62,2021-05-27 09:58:13+00:00,1397854648258547712,@santukoushik1 @CYBTRAFFIC Sir we will look into this.,HYDTP
63,2021-05-27 09:15:22+00:00,1397843863339868162,@Madhavi50723720 @TelanganaCOPs @CYBTRAFFIC @cyberabadpolice @hydcitypolice Madam please call on 04027854790,HYDTP
64,2021-05-27 09:14:42+00:00,1397843697417347073,@ranamrr @hydcitypolice @TelanganaDGP Sir please call on 04027854790,HYDTP
65,2021-05-27 09:13:29+00:00,1397843391426088960,@daswatihal Sir please approach local ps,HYDTP
66,2021-05-27 08:52:03+00:00,1397837996330651648,@daswatihal Sir please visit concern PS,HYDTP
67,2021-05-27 08:39:04+00:00,1397834729009807363,@Siril85531705 @TelanganaCOPs @hydcitypolice Your complaint has been verified and E-Challan has been generated,HYDTP
68,2021-05-27 08:11:37+00:00,1397827819598581762,"@Siril85531705 @TelanganaCOPs @hydcitypolice Sir, Noted.",HYDTP
69,2021-05-27 07:41:43+00:00,1397820298217492481,"@VinodBangari2 @hydcitypolice Sir/Madam,
Your complaint has been verified and E-Challan has been generated. Thanks for joining hands with Hyderabad Traffic Police in improving road safety.",HYDTP
70,2021-05-27 06:50:57+00:00,1397807518705872898,"@CYBTRAFFIC @honeybalu123 @Rachakonda_tfc Sir,
Your request has been rectified.",HYDTP
71,2021-05-27 06:18:56+00:00,1397799461116473348,"@CYBTRAFFIC @honeybalu123 @Rachakonda_tfc Sir,
request Sent for original image",HYDTP
72,2021-05-27 06:15:53+00:00,1397798693739196417,"@9440192265Akbar Sir,
Your request has been rectified.",HYDTP
73,2021-05-27 06:02:53+00:00,1397795425348849668,"@AzherShaik8 @KTRTRS @hydcitypolice vehicles towards charminar passing thus way only.  This lockdown time mainly morning hours., between 9 to 10 am the commuters hurry to reach home some time the traffic will slowdown and we are regularly monitoring the situation.  Delta-18",HYDTP
74,2021-05-27 06:02:50+00:00,1397795410509324289,"@AzherShaik8 @KTRTRS @hydcitypolice Good morning, everyday we are posting one ASI a and 4 other officers to maintain free flow traffic at OP chatrinaka. Moreover this route from Kandikal gate flyover to Nagulachinta via OP chatrinaka narrow roads and due to construction of ROB Falaknuma entire commuters and other",HYDTP
75,2021-05-27 05:58:34+00:00,1397794336259989504,@sailendravyaas @hydcitypolice E-pass may not be required for this but Covid 19 vaccination appointment slip should be shown at the check posts to commute.,HYDTP
76,2021-05-27 05:56:44+00:00,1397793877185097732,"@TelanganaCOPs @9440192265Akbar @acpasifnagar Sir, please DM us the vehicle number.",HYDTP
77,2021-05-27 05:49:15+00:00,1397791993607036931,@TelanganaCOPs @9440192265Akbar @acpasifnagar Received sir.,HYDTP
78,2021-05-27 05:48:58+00:00,1397791922635231240,"@gajodharwa @CYBTRAFFIC @hydcitypolice @cyberabadpolice Good Morning Sir, Kindly contact 04027854790",HYDTP
79,2021-05-27 05:34:51+00:00,1397788370252619782,"@AzherShaik8 @KTRTRS @hydcitypolice Received sir. We will inform to concerned officers, Thank you.",HYDTP
80,2021-05-27 05:29:49+00:00,1397787100976607234,"@EswarIndia Sir, Noted.",HYDTP
81,2021-05-27 05:29:13+00:00,1397786952938577924,"@SyedRaf96968980 Sir, Noted.",HYDTP
82,2021-05-27 05:25:52+00:00,1397786107740254212,@drrajen43125555 @Rachakonda_tfc,HYDTP
83,2021-05-27 05:24:45+00:00,1397785829326548992,@CYBTRAFFIC @honeybalu123 @Rachakonda_tfc Received sir.,HYDTP
84,2021-05-27 05:21:54+00:00,1397785111601377282,"@VinodBangari2 @hydcitypolice Sir, Noted.",HYDTP
85,2021-05-27 05:21:37+00:00,1397785039438417926,"@RohithK26639408 @CYBTRAFFIC Good Morning Sir, Kindly contact 04027854790",HYDTP
86,2021-05-26 17:50:45+00:00,1397611177933299712,"@honeybalu123 @CYBTRAFFIC Sir, Noted. We will look into.",HYDTP
87,2021-05-26 17:50:01+00:00,1397610992809308162,"@Sorabhj42047525 @KTRoffice @KTRTRS Sir, e pass not required. Kindly carry valid documents.",HYDTP
88,2021-05-26 09:42:56+00:00,1397488414237233154,"#HYDTPweCareForU #POLICING WITH HUMAN TOUCH Today Sri. Mallesh, RI of @HYDTP facilitated one unknown pregnant women, whom he found near Traffic complex, Nampally going on foot, to her destination Mehdipatnam in his official vehicle. @AddlCPTrHyd https://t.co/546xFggvCO",HYDTP
89,2021-05-26 08:51:26+00:00,1397475455050022913,@ramgauti18 @TelanganaCOPs @cyberabadpolice @cpcybd @TelanganaDGP @hydcitypolice Yes Sir,HYDTP
90,2021-05-26 08:49:23+00:00,1397474936730439680,@AdylUddynn @hydcitypolice @CPHydCity @insptr_gmahal @TelanganaDGP @amjedmbt Sir we will inform to concern officer in this regard.,HYDTP
91,2021-05-26 08:45:19+00:00,1397473913945264133,@Rike2007 Sir we will look into this.,HYDTP
92,2021-05-26 08:05:45+00:00,1397463958475341825,"@nameswork1 @TelanganaCOPs @hydcitypolice @TelanganaDGP @CPHydCity @KTRTRS @cpcybd Sir, Please contact on  04027854790",HYDTP
93,2021-05-26 08:04:51+00:00,1397463731265626112,"@Aaki_singhaniya @CPHydCity Sir, Please DM us.",HYDTP
94,2021-05-26 08:01:32+00:00,1397462896553070595,"@GurramV51871562 @hydcitypolice Sir, Please contact on Ph. No : 040-27852721, 040-27852772
Email : echallanhelpdesk.hyd@gmail.com",HYDTP
95,2021-05-26 07:59:54+00:00,1397462483372101634,"@BavazirKhaled Sir, please contact on Ph. No : 040-27852721, 040-27852772
Email : echallanhelpdesk.hyd@gmail.com",HYDTP
96,2021-05-26 06:56:36+00:00,1397446554374467591,@CYBTRAFFIC @WasikShaik Received sir.,HYDTP
97,2021-05-26 06:35:36+00:00,1397441267999465474,@Rachakonda_tfc @SateeshDussa @CYBTRAFFIC Received sir.,HYDTP
98,2021-05-26 06:35:06+00:00,1397441145072865281,@disissharmaa @hydcitypolice @CYBTRAFFIC @Rachakonda_tfc,HYDTP
99,2021-05-26 06:34:38+00:00,1397441026445377536,"@Aaki_singhaniya Sir, Kindly contact 04027854790",HYDTP
100,2021-05-26 06:33:40+00:00,1397440783746093065,@Kptweet1 @KTRTRS @CYBTRAFFIC,HYDTP
101,2021-05-26 05:50:06+00:00,1397429819487375360,@IamCRK E-pass may not be required. Please show  Covid 19 vaccination appointment slip at the check posts to commute.,HYDTP
102,2021-05-26 05:47:06+00:00,1397429065372487681,"@praveenmaramra1 Sir, please DM us the contact details.",HYDTP
103,2021-05-26 05:45:47+00:00,1397428732541820929,"@WasikShaik Sir, Noted. @CYBTRAFFIC",HYDTP
104,2021-05-26 05:43:58+00:00,1397428273601159173,@Santosh84422001 @CYBTRAFFIC,HYDTP
105,2021-05-26 05:42:21+00:00,1397427868892688385,"@goodtimes24365 Sir, Noted. We will inform to concerned officers, Thank you.",HYDTP
106,2021-05-26 05:40:59+00:00,1397427523831537664,@kiraninm E-pass may not be required. Please show  Covid 19 vaccination appointment slip at the check posts to commute.,HYDTP
107,2021-05-26 05:34:29+00:00,1397425888237481985,"@MohdMus27163166 @insptr_sbzr Sir, please look into.",HYDTP
108,2021-05-26 03:56:19+00:00,1397401185078808581,"@narenpkumar @HYDTraffic @hydcitypolice Sir, Location please.",HYDTP
109,2021-05-26 03:55:26+00:00,1397400960457068549,"@praveenmaramra1 Sir, Noted. We will look into.",HYDTP
110,2021-05-25 18:21:59+00:00,1397256650633801732,@bachpun @CYBTRAFFIC,HYDTP
111,2021-05-25 16:18:11+00:00,1397225493531963393,"@syedtabrez4593 @CPHydCity @CYBTRAFFIC Sir, Noted.",HYDTP
112,2021-05-25 15:57:22+00:00,1397220254082809870,@Yaswanth_kurma Sir please visit local ps,HYDTP
113,2021-05-25 15:56:54+00:00,1397220136831029250,@azamhyderabadi @hydcitypolice @CPHydCity Sir For medical emergency u can proceed.,HYDTP
114,2021-05-25 14:37:39+00:00,1397200194329001995,@Yaswanth_kurma @cpcybd @KTRTRS Sir please call on 04027854790,HYDTP
115,2021-05-25 13:02:43+00:00,1397176303959240707,@Farzeen97806655 @hydcitypolice Noted Sir,HYDTP
116,2021-05-25 12:37:02+00:00,1397169838548676611,@RizwanA759000 @AddlCPTrHyd @insptr_Jbhills @acp_trf3 Sir please call on 04027854790,HYDTP
117,2021-05-25 12:36:02+00:00,1397169586995302401,@CommonM24341383 @hyda @cyberabadpolice,HYDTP
118,2021-05-25 11:29:25+00:00,1397152823091949572,@infomahboobali @hydcitypolice @rakesh2119 Sir please call on 04027854790,HYDTP
119,2021-05-25 11:27:03+00:00,1397152225638567939,@Farzeen97806655 @hydcitypolice Sir please help us with the location,HYDTP
120,2021-05-25 10:27:16+00:00,1397137184235216897,@Ncreddy21 @CYBTRAFFIC @Rachakonda_tfc,HYDTP
121,2021-05-25 09:53:01+00:00,1397128561102770177,"@krishnadoradla @ShafiqBaig2002 @TelanganaToday @TelanganaDGP @KTRTRS @spvikarabad @CPHydCity @cpcybd Sir,
Vehicle and challan both are genuine only",HYDTP
122,2021-05-25 09:20:46+00:00,1397120448551276547,@maheshpuli6 @hydcitypolice Sir please contact on 04027854790,HYDTP
123,2021-05-25 09:12:36+00:00,1397118391064829957,@ParameshRampal1 @TelanganaCOPs @TelanganaDGP Sir please call on 04027854790,HYDTP
124,2021-05-25 09:10:43+00:00,1397117919788638209,@MubasheerShaik7 @CYBTRAFFIC Sir please open in Firefox browser,HYDTP
125,2021-05-25 09:08:27+00:00,1397117346829856777,@BabuAvindra Sir For construction work u can proceed.,HYDTP
126,2021-05-25 09:07:10+00:00,1397117023956525058,@premreddy0724 @CYBTRAFFIC @cyberabadpolice @RachakondaCop @hydcitypolice @SCSC_Cyberabad Sir There is no challan with on this vehicle no with HYD44FM210123166,HYDTP
127,2021-05-25 09:02:10+00:00,1397115766206459904,@krishnadoradla @ShafiqBaig2002 @TelanganaToday @TelanganaDGP @KTRTRS @spvikarabad @CPHydCity @cpcybd Sir we will look into this.,HYDTP
128,2021-05-25 08:25:56+00:00,1397106646019497985,"@subironline @TelanganaCOPs @TelanganaDGP Sir, Kindly contact 04027854790",HYDTP
129,2021-05-25 07:47:05+00:00,1397096871533826050,"#HYDTPinfo Today Sri. Anil Kumar, IPS., 
@AddlCPTrHyd monitoring the implementation of #lockdown2021 guidelines at Neerus junction check post. @insptr_Jbhills @acp_trf3 https://t.co/xSsZiW14c2",HYDTP
130,2021-05-25 07:17:09+00:00,1397089336781275136,@RPkris @cyberabadpolice @CYBTRAFFIC @cpcybd @Rachakonda_tfc,HYDTP
131,2021-05-25 07:16:42+00:00,1397089224650678272,"@ngattu1 Sir, Please DM us.",HYDTP
132,2021-05-25 05:56:12+00:00,1397068966699311105,"@ShafiqBaig2002 @TelanganaToday @TelanganaDGP @KTRTRS @spvikarabad @CPHydCity @cpcybd Sir,
Your request has been rectified.",HYDTP
133,2021-05-25 05:50:15+00:00,1397067469076930562,"@adil_ahm55 @CYBTRAFFIC Sir,
Your request has been rectified.",HYDTP
134,2021-05-25 05:47:07+00:00,1397066679461416961,"@shams_aboodi Sir, Please contact on Ph. No : 040-27852721, 040-27852772
Email : echallanhelpdesk.hyd@gmail.com",HYDTP
135,2021-05-25 05:45:53+00:00,1397066369078763522,"@ShafiqBaig2002 @TelanganaToday @TelanganaDGP @KTRTRS @spvikarabad @CPHydCity @cpcybd Sir,
Your request has been updated.",HYDTP
136,2021-05-25 05:45:31+00:00,1397066275893833730,"@CYBTRAFFIC @reddy116 @urstrulyAndy @TelanganaDGP Sir,
Your request has been updated.",HYDTP
137,2021-05-25 05:29:35+00:00,1397062266894241792,@adil_ahm55 @CYBTRAFFIC Received sir.,HYDTP
138,2021-05-25 05:26:45+00:00,1397061554667851777,"@ShafiqBaig2002 @TelanganaToday @TelanganaDGP @KTRTRS @spvikarabad @CPHydCity @cpcybd Sir, Noted. We will look into.",HYDTP
139,2021-05-25 04:14:58+00:00,1397043490756849666,@CYBTRAFFIC @bhagath13 Received sir.,HYDTP
140,2021-05-24 16:16:55+00:00,1396862788446789633,"@EeratiNaresh Sir, please contact on Ph. No : 040-27852721, 040-27852772
Email : echallanhelpdesk.hyd@gmail.com",HYDTP
141,2021-05-24 16:16:08+00:00,1396862587975856130,"@CYBTRAFFIC @arunish9 @CPHydCity @cpcybd Sir, please contact on Ph. No : 040-27852721, 040-27852772
Email : echallanhelpdesk.hyd@gmail.com",HYDTP
142,2021-05-24 16:15:33+00:00,1396862444304142338,"@HariMCA6 Sir, please DM us.",HYDTP
143,2021-05-24 16:15:08+00:00,1396862336133070850,"@CYBTRAFFIC @reddy116 @urstrulyAndy @TelanganaDGP Sir, Noted. We will look into.",HYDTP
144,2021-05-24 16:13:13+00:00,1396861854916300803,@nchitlangya @hydcitypolice @TelanganaCOPs @Rachakonda_tfc,HYDTP
145,2021-05-24 13:58:40+00:00,1396827996095324162,@viikash Sir please show ticket while travelling,HYDTP
146,2021-05-24 13:37:40+00:00,1396822710748016653,@nishchint2006 @hydcitypolice @TelanganaDGP @cyberabadpolice,HYDTP
147,2021-05-24 11:20:37+00:00,1396788219589451778,@SairamB22 Sir we will look into this.,HYDTP
148,2021-05-24 10:52:26+00:00,1396781127684132865,@DrSangeetaaM @GHMCOnline @Nacharamps Madam In case of emergency u can proceed.,HYDTP
149,2021-05-24 10:34:13+00:00,1396776543678963715,@mannem_reddy @hydcitypolice @CYBTRAFFIC @TelanganaCOPs Sir please approach local PS,HYDTP
150,2021-05-24 09:36:04+00:00,1396761908066226177,@ashish700700 @sugandhlokesh @kurisetisudhir @hydcitypolice @CPHydCity @CYBTRAFFIC Sir For vaccination u can proceed please carry relevant papers.,HYDTP
151,2021-05-24 09:33:58+00:00,1396761380737273857,@hyd_people @cyberabadpolice @CYBTRAFFIC @psrjnr_cyb @Rachakonda_tfc @HYDTraffic @acpabids Sir we will look into this.,HYDTP
152,2021-05-24 09:31:22+00:00,1396760727734480900,@ismailfaisalmd @KTRTRS @TelanganaDGP @CPHydCity @asadowaisi Sir For medical emergency u can proceed.,HYDTP
153,2021-05-24 09:29:51+00:00,1396760345524334592,@golcondawork Sir please report on 04027852721,HYDTP
154,2021-05-24 09:28:10+00:00,1396759923187281920,@golcondawork Sir please call on 04027852721,HYDTP
155,2021-05-24 09:26:40+00:00,1396759545418944513,@Mohamme46458559 @Rachakonda_tfc Sir please Open E challan Image . Click on ' Report Us ' Button and share your query for the cancellation of the e-challan .,HYDTP
156,2021-05-24 09:26:04+00:00,1396759391802519559,"@Mohamme46458559 @insptr_begumpet @Rachakonda_tfc Sir,Open E challan Image . Click on ' Report Us ' Button and share your query for the cancellation of the e-challan .",HYDTP
157,2021-05-24 09:24:26+00:00,1396758980211265542,@thesureshg @CYBTRAFFIC @hydcitypolice @kurisetisudhir @CPHydCity @cyberabadpolice @RachakondaCop,HYDTP
158,2021-05-24 08:51:55+00:00,1396750800819351557,@sandyluv20 @KTRTRS @CYBTRAFFIC @GadwalvijayaTRS Sir we will look into this @insptr_srnagar,HYDTP
159,2021-05-24 08:48:31+00:00,1396749941427425283,@kranthi_singh Sir we will inform to concern officer for necessary action. @insptr_falaknum,HYDTP
160,2021-05-24 08:47:28+00:00,1396749680680194052,@chandramouli_k @AamirYarKhan3 Sir we are regularly conducting special drives against vehicles,HYDTP
161,2021-05-24 08:46:01+00:00,1396749313171095556,@JyothiswaroopP @hydcitypolice @CPHydCity Sir For medical emergency u can proceed please carry relevant papers.,HYDTP
162,2021-05-24 08:45:02+00:00,1396749067342946318,@MubasheerShaik7 @CYBTRAFFIC Sir please check at https://t.co/zDaddM4Pe7,HYDTP
163,2021-05-24 08:41:48+00:00,1396748251810783232,@Thiru404 @AamirYarKhan3 Noted sir,HYDTP
164,2021-05-24 05:52:09+00:00,1396705559655587840,"@AamirYarKhan3 Sir, Noted.",HYDTP
165,2021-05-24 05:51:55+00:00,1396705502449438723,"@AamirYarKhan3 Sir, Noted.",HYDTP
166,2021-05-24 05:51:28+00:00,1396705387546439684,"@AamirYarKhan3 Sir, Noted.",HYDTP
167,2021-05-24 05:50:05+00:00,1396705040572682241,"@AmitRaj612 @CYBTRAFFIC Sir, Noted.",HYDTP
168,2021-05-24 05:46:28+00:00,1396704128026378242,"@AamirYarKhan3 Sir, Noted.",HYDTP
169,2021-05-24 05:45:59+00:00,1396704005661675521,"@AamirYarKhan3 Sir, Noted.",HYDTP
170,2021-05-24 05:45:26+00:00,1396703869934071811,"@AamirYarKhan3 Sir, Noted.",HYDTP
171,2021-05-24 03:14:34+00:00,1396665901596905474,@mukeshkithania9 @hydcitypolice Sir no,HYDTP
172,2021-05-24 03:14:22+00:00,1396665851030368259,@dhana272305 @hydcitypolice @rajeevreddy3032 @zomato @swiggy_in @KTRTRS @TelanganaDGP @TelanganaCOPs Sir please u can proceed.,HYDTP
173,2021-05-24 03:13:26+00:00,1396665615880839169,@s_anuragjain @ShoMarket Sir noted,HYDTP
174,2021-05-24 03:11:25+00:00,1396665109418692608,@hydcitypolice @Arvindjain453 @KTRTRS Sir received,HYDTP
175,2021-05-24 03:11:05+00:00,1396665025335418883,@vamshikrrish_m @hydcitypolice @TelanganaDGP Sir noted,HYDTP
176,2021-05-24 03:10:12+00:00,1396664805184872448,@itsme_chai2 @CYBTRAFFIC Sir please report on 04027852721,HYDTP
177,2021-05-23 16:54:43+00:00,1396509912692256770,"@sundeeppdr Sir, Noted. We will look into.",HYDTP
178,2021-05-23 16:53:48+00:00,1396509682437525504,@BILLIONAIRESID1 @spmedak,HYDTP
179,2021-05-23 16:52:38+00:00,1396509387905138688,@gaurav_gaumzy @CYBTRAFFIC,HYDTP
180,2021-05-23 09:47:11+00:00,1396402319823040518,@homecatalyst @cyberabadpolice Sir please dm us yr contact no,HYDTP
181,2021-05-23 09:28:53+00:00,1396397713281880070,@homecatalyst @cyberabadpolice Sir please visit local ps or dial 100..,HYDTP
182,2021-05-23 08:10:46+00:00,1396378055833096193,@Rakesh17649530 @hydcitypolice @RachakondaCop,HYDTP
183,2021-05-23 06:28:23+00:00,1396352288122281984,@prakash73962 @CYBTRAFFIC @Rachakonda_tfc @TelanganaCOPs @RachakondaCop @cyberabadpolice @hydcitypolice sir we will look into this,HYDTP
184,2021-05-23 06:02:53+00:00,1396345873370546178,@OmerFar69904709 @hydcitypolice @CPHydCity @KTRTRS @TelanganaCMO @mahmoodalitrs @TelanganaDGP Sir we will look into this @Insptrtck,HYDTP
